filepath;song;artist;subset;album;video_id;start_diff;stop_diff;csr;purpose;audio_filepath
;Send Me On My Way;Rusted Root;;;ZS4m67ElJzU;;;;pretrain;./data/audio/ZS4m67ElJzU_Send Me On My Way.webm
;'Til You Do Me Right;After 7;;;cbjclzNmkZA;;;;pretrain;./data/audio/cbjclzNmkZA_Til You Do Me Right.webm
;As I Lay Me Down;Sophie B. Hawkins;;;9e2hAGDTZeA;;;;pretrain;./data/audio/9e2hAGDTZeA_As I Lay Me Down.webm
;Sugar Hill;AZ;;;R-NS6J3pry8;;;;pretrain;./data/audio/R-NS6J3pry8_Sugar Hill.webm
;Hey Man Nice Shot (2009 Remastered Version);Filter;;;j7U46kS4kmA;;;;pretrain;./data/audio/j7U46kS4kmA_Hey Man Nice Shot (2009 Remastered Version).webm
;Come With Me;Shai;;;ldVuzQnZkUg;;;;pretrain;./data/audio/ldVuzQnZkUg_Come With Me.webm
;You Are Not Alone;Michael Jackson;;;02dMNQxwy48;;;;pretrain;./data/audio/02dMNQxwy48_You Are Not Alone.webm
;Someone to Love (feat. Babyface);Jon B.;;;pdHCQgHVF14;;;;pretrain;./data/audio/pdHCQgHVF14_Someone to Love.webm
;Gangsta's Paradise (feat. L.V.);Coolio;;;-5qqrMu_AZc;;;;pretrain;./data/audio/-5qqrMu_AZc_Gangstas Paradise.webm
;Come and Get Your Love (Radio Edit);Real McCoy;;;RpISo2BQVsM;;;;pretrain;./data/audio/RpISo2BQVsM_Come and Get Your Love (Radio Edit).webm
;I Got 5 On It (feat. Michael Marshall);Luniz;;;Dsct-TZ26Pw;;;;pretrain;./data/audio/Dsct-TZ26Pw_I Got 5 On It.webm
;Scatman (ski-ba-bop-ba-dop-bop);Scatman John;;;Eht9W25tDZo;;;;pretrain;./data/audio/Eht9W25tDZo_Scatman (ski-ba-bop-ba-dop-bop).webm
;Kiss from a Rose;Seal;;;vx-Lzo9NxAQ;;;;pretrain;./data/audio/vx-Lzo9NxAQ_Kiss from a Rose.webm
;You Bring Me Joy;Mary J. Blige;;;0W7PF0RkWTQ;;;;pretrain;./data/audio/0W7PF0RkWTQ_You Bring Me Joy.webm
;Runaway;Janet Jackson;;;LmRkfdDIyKI;;;;pretrain;./data/audio/LmRkfdDIyKI_Runaway.webm
;Sentimental;Deborah Cox;;;p3CrnALccqk;;;;pretrain;./data/audio/p3CrnALccqk_Sentimental.webm
;You Have The Right To Remain Silent;Perfect Stranger;;;Nau0SpXSVbQ;;;;pretrain;./data/audio/Nau0SpXSVbQ_You Have The Right To Remain Silent.webm
;Yellow Ledbetter;Pearl Jam;;;uvrQJFVV3-o;;;;pretrain;./data/audio/uvrQJFVV3-o_Yellow Ledbetter.webm
;Hold Me, Thrill Me, Kiss Me, Kill Me (From 'Batman Forever');U2;;;vWDQKVXAL-I;;;;pretrain;./data/audio/vWDQKVXAL-I_Hold Me Thrill Me Kiss Me Kill Me (From Batman Forever).webm
;Not On Your Love;Jeff Carson;;;DyfESskPApQ;;;;pretrain;./data/audio/DyfESskPApQ_Not On Your Love.webm
;Can I Touch You...There?;Michael Bolton;;;MduWg48CtZ8;;;;pretrain;./data/audio/MduWg48CtZ8_Can I Touch You There.webm
;Scream;Michael Jackson;;;8k1yj46xH24;;;;pretrain;./data/audio/8k1yj46xH24_Scream.webm
;1st of Tha Month;Bone Thugs-n-Harmony;;;37YDcIQABEs;;;;pretrain;./data/audio/37YDcIQABEs_1st of Tha Month.webm
;Freek'n You;Jodeci;;;cmyv2MA_Pf4;;;;pretrain;./data/audio/cmyv2MA_Pf4_Freekn You.webm
;Walk In The Sun;Bruce Hornsby;;;g54bHHoa3z8;;;;pretrain;./data/audio/g54bHHoa3z8_Walk In The Sun.webm
;I Believe;Blessid Union Of Souls;;;NePcDLh4gPk;;;;pretrain;./data/audio/NePcDLh4gPk_I Believe.webm
;Keeper Of The Flame;Martin Page;;;Y4wh93NDFq4;;;;pretrain;./data/audio/Y4wh93NDFq4_Keeper Of The Flame.webm
;I'll Be There For You/You're All I Need To Get By (Puff Daddy Mix) (feat. Mary J. Blige);Method Man;;;abJeoBXixsk;;;;pretrain;./data/audio/abJeoBXixsk_Ill Be There For YouYoure All I Need To Get By (Puff Daddy Mix).webm
;Comedown;Bush;;;jGw1EFFqIl4;;;;pretrain;./data/audio/jGw1EFFqIl4_Comedown (Remastered).webm
;Run-Around;Blues Traveler;;;7Lk5ByPl9Zo;;;;pretrain;./data/audio/7Lk5ByPl9Zo_Run-Around.webm
;Have You Ever Really Loved A Woman? (Classic Version);Bryan Adams;;;pRt4tV63W2g;;;;pretrain;./data/audio/pRt4tV63W2g_Have You Ever Really Loved A Woman (Classic Version).webm
;Big Yellow Taxi;Amy Grant;;;bsoLteNSVVE;;;;pretrain;./data/audio/bsoLteNSVVE_Big Yellow Taxi.webm
;Return of The Crooklyn Dodgers;Crooklyn Dodgers;;;tYWdHbwywc0;;;;pretrain;./data/audio/tYWdHbwywc0_Return of The Crooklyn Dodgers.webm
;"Colors Of The Wind - End Title (From ""Pocahontas""/Soundtrack Version)";Vanessa Williams;;;YRSmToaXySU;;;;pretrain;./data/audio/YRSmToaXySU_Colors Of The Wind - End Title (From PocahontasSoundtrack Version).webm
;Human Nature;Madonna;;;U_V5H571qu0;;;;pretrain;./data/audio/U_V5H571qu0_Human Nature.webm
;Brown Sugar;D'Angelo;;;-DNm9jn5z1w;;;;pretrain;./data/audio/-DNm9jn5z1w_Brown Sugar.webm
;Somebody's Crying;Chris Isaak;;;58zycbJwhEE;;;;pretrain;./data/audio/58zycbJwhEE_Somebodys Crying.webm
;Round & Round;Twinz;;;cDk74v0HHXc;;;;pretrain;./data/audio/cDk74v0HHXc_Round & Round.webm
;Stutter;Elastica;;;uGCpB5QnZHc;;;;pretrain;./data/audio/uGCpB5QnZHc_Stutter.webm
;Made In England;Elton John;;;ZR_br-fd2R0;;;;pretrain;./data/audio/ZR_br-fd2R0_Made In England.webm
;Vibin';Boyz II Men;;;vvJ-P0W4Q0Q;;;;pretrain;./data/audio/vvJ-P0W4Q0Q_Vibin.webm
;Pretty Girl;Jon B.;;;YRqIXqmda0E;;;;pretrain;./data/audio/YRqIXqmda0E_Pretty Girl.webm
;MC's Act Like They Don't Know;KRS-One;;;uK6NhEcdQm8;;;;pretrain;./data/audio/uK6NhEcdQm8_MCs Act Like They Dont Know.webm
;Best Friend;Brandy;;;lK5CS62KO-g;;;;pretrain;./data/audio/lK5CS62KO-g_Best Friend.webm
;Sick of Myself;Matthew Sweet;;;FXIeulXm_xA;;;;pretrain;./data/audio/FXIeulXm_xA_Sick of Myself.webm
;He's Mine;MoKenStef;;;1cSPcGj6i1s;;;;pretrain;./data/audio/1cSPcGj6i1s_Hes Mine.webm
;Let Me Be The One;Blessid Union Of Souls;;;tMbGhS7eXjU;;;;pretrain;./data/audio/tMbGhS7eXjU_Let Me Be The One.webm
;Meant to Be (feat. Florida Georgia Line);Bebe Rexha;;;cU36WSG-XjI;;;;pretrain;./data/audio/cU36WSG-XjI_Meant to Be (feat Florida Georgia Line).webm
;Bad at Love;Halsey;;;iosl9cxHmMM;;;;pretrain;./data/audio/iosl9cxHmMM_Bad At Love.webm
;Finesse (Remix);Bruno Mars;;;GIfa9Y4vxi8;;;;pretrain;./data/audio/GIfa9Y4vxi8_Finesse (Remix) (feat Cardi B).webm
;Millionaire;Chris Stapleton;;;DOPijC_6pjw;;;;pretrain;./data/audio/DOPijC_6pjw_Millionaire.webm
;Stir Fry;Migos;;;gF9dSBNmOQw;;;;pretrain;./data/audio/gF9dSBNmOQw_Stir Fry.webm
;Sky Walker (feat. Travis Scott);Miguel;;;iG1xeEEvHf8;;;;pretrain;./data/audio/iG1xeEEvHf8_Sky Walker.webm
;BILLY;6ix9ine;;;MdXXAQNnDwE;;;;pretrain;./data/audio/MdXXAQNnDwE_BILLY.webm
;God's Plan;Drake;;;FrsOnNxIrg8;;;;pretrain;./data/audio/FrsOnNxIrg8_Gods Plan.webm
;Zombie;Bad Wolves;;;qG6_d9tpR84;;;;pretrain;./data/audio/qG6_d9tpR84_Zombie.webm
;Whatever It Takes;Imagine Dragons;;;cnRB2CgUpSw;;;;pretrain;./data/audio/cnRB2CgUpSw_Whatever It Takes.webm
;Midnight;Logic;;;OPMRe7iJiBA;;;;pretrain;./data/audio/OPMRe7iJiBA_Midnight.webm
;The Long Way;Brett Eldredge;;;EtI8_G5XKCM;;;;pretrain;./data/audio/EtI8_G5XKCM_The Long Way.webm
;All the Stars;Kendrick Lamar;;;9jdLnFYQh4s;;;;pretrain;./data/audio/9jdLnFYQh4s_All The Stars.webm
;Psycho (feat. Ty Dolla $ign);Post Malone;;;d1wy6LWfHAs;;;;pretrain;./data/audio/d1wy6LWfHAs_Psycho.webm
;Red Roses (feat. Landon Cube);Lil Skies;;;hnDhO7no9M4;;;;pretrain;./data/audio/hnDhO7no9M4_Red Roses (feat Landon Cube).webm
;Five More Minutes;Scotty McCreery;;;AG442kkEQoY;;;;pretrain;./data/audio/AG442kkEQoY_Five More Minutes.webm
;Thunder;Imagine Dragons;;;WPs5LrdKLWI;;;;pretrain;./data/audio/WPs5LrdKLWI_Thunder.webm
;Yuck;Logic;;;PaqyO8GouUY;;;;pretrain;./data/audio/PaqyO8GouUY_Yuck.webm
;King's Dead;Jay Rock;;;rNRPgnjZQVo;;;;pretrain;./data/audio/rNRPgnjZQVo_Kings Dead.webm
;Him & I;G-Eazy;;;NdSJ1pyaAH8;;;;pretrain;./data/audio/NdSJ1pyaAH8_Him & I.webm
;X;Nicky Jam;;;PWnVC4zEVt8;;;;pretrain;./data/audio/PWnVC4zEVt8_X.webm
;She's With Me;High Valley;;;gyBAHQBtkMw;;;;pretrain;./data/audio/gyBAHQBtkMw_Shes With Me.webm
;River (feat. Ed Sheeran);Eminem;;;BjgpgEEetg4;;;;pretrain;./data/audio/BjgpgEEetg4_River.webm
;Pray For Me;The Weeknd;;;FL-0pJsDz7k;;;;pretrain;./data/audio/FL-0pJsDz7k_Pray For Me.webm
;El Farsante (Remix);Ozuna;;;1xgPRV3Qjyc;;;;pretrain;./data/audio/1xgPRV3Qjyc_El Farsante (Remix).webm
;Perfect;Ed Sheeran;;;ORrFJ63nlcA;;;;pretrain;./data/audio/ORrFJ63nlcA_Perfect.webm
;Powerglide (From SR3MM) (feat. Juicy J);Rae Sremmurd;;;0qJRSoyrJzU;;;;pretrain;./data/audio/0qJRSoyrJzU_Powerglide.webm
;No Excuses;Meghan Trainor;;;Rln_BOlytqE;;;;pretrain;./data/audio/Rln_BOlytqE_No Excuses.webm
;Marry Me;Thomas Rhett;;;y6Ag1-kzHtE;;;;pretrain;./data/audio/y6Ag1-kzHtE_Marry Me.webm
;BoomTrap Protocol;Logic;;;ArkJN62wBN8;;;;pretrain;./data/audio/ArkJN62wBN8_BoomTrap Protocol.webm
;Havana (feat. Young Thug);Camila Cabello;;;mJLDjIWuPXU;;;;pretrain;./data/audio/mJLDjIWuPXU_Havana.webm
;New Freezer (feat. Kendrick Lamar);Rich The Kid;;;yjDMUQPpJk4;;;;pretrain;./data/audio/yjDMUQPpJk4_New Freezer.webm
;Ric Flair Drip;Offset;;;QufTQDgSOTE;;;;pretrain;./data/audio/QufTQDgSOTE_Ric Flair Drip.webm
;Betrayed;Lil Xan;;;h2Ku62lG_-U;;;;pretrain;./data/audio/h2Ku62lG_-U_Betrayed.webm
;changes;XXXTENTACION;;;2yoIPB8sowA;;;;pretrain;./data/audio/2yoIPB8sowA_changes.webm
;Wolves;Selena Gomez;;;3ZJ1PkZt3M8;;;;pretrain;./data/audio/3ZJ1PkZt3M8_Wolves.webm
;Heaven;Kane Brown;;;vSL8ytijHug;;;;pretrain;./data/audio/vSL8ytijHug_Heaven.webm
;Dura;Daddy Yankee;;;qkjE9RwCQWk;;;;pretrain;./data/audio/qkjE9RwCQWk_Dura.webm
;Nowadays (feat. Landon Cube);Lil Skies;;;G-t-JuU-uw8;;;;pretrain;./data/audio/G-t-JuU-uw8_Nowadays (feat Landon Cube).webm
;Beautiful Trauma;P!nk;;;_WQtiql5S4g;;;;pretrain;./data/audio/_WQtiql5S4g_Beautiful Trauma.webm
;Walk It Talk It (feat. Drake);Migos;;;izMUoX2OahY;;;;pretrain;./data/audio/izMUoX2OahY_Walk It Talk It.webm
;All On Me;Devin Dawson;;;3_K5hKcw1nw;;;;pretrain;./data/audio/3_K5hKcw1nw_All On Me.webm
;NBAYOUNGBOAT (feat. YoungBoy Never Broke Again);Lil Yachty;;;EqTWa_pNhFM;;;;pretrain;./data/audio/EqTWa_pNhFM_NBAYOUNGBOAT.webm
;Love Lies;Khalid;;;Yv0x3kdWbTg;;;;pretrain;./data/audio/Yv0x3kdWbTg_Love Lies.webm
;Delicate;Taylor Swift;;;IJnjYpgSfjQ;;;;pretrain;./data/audio/IJnjYpgSfjQ_Delicate.webm
;rockstar (feat. 21 Savage);Post Malone;;;AaxFIY-cWH0;;;;pretrain;./data/audio/AaxFIY-cWH0_rockstar.webm
;I Like Me Better;Lauv;;;KAVyW4d2WoI;;;;pretrain;./data/audio/KAVyW4d2WoI_I Like Me Better.webm
;Wassup (feat. Big Sean);Logic;;;mMQ7KKGPx70;;;;pretrain;./data/audio/mMQ7KKGPx70_Wassup.webm
;Plain Jane REMIX (feat. Nicki Minaj);A$AP Ferg;;;a6dt9KKLwr8;;;;pretrain;./data/audio/a6dt9KKLwr8_Plain Jane REMIX.webm
;Let You Down;NF;;;-z2nfin2hiI;;;;pretrain;./data/audio/-z2nfin2hiI_Let You Down.webm
;Hardaway (Mixtape Version);Derez De'Shon;;;CVtZkUwQ89g;;;;pretrain;./data/audio/CVtZkUwQ89g_Hardaway (Mixtape Version).webm
;The Middle;Zedd;;;rYPQtWOcGmQ;;;;pretrain;./data/audio/rYPQtWOcGmQ_The Middle.webm
;Top Off (feat. JAY Z, Future & Beyoncé);DJ Khaled;;;UD1hC9odOwo;;;;pretrain;./data/audio/UD1hC9odOwo_Top Off.webm
;I Fall Apart;Post Malone;;;nqfVoTMEosw;;;;pretrain;./data/audio/nqfVoTMEosw_I Fall Apart.webm
;GUMMO;6ix9ine;;;VXToCsiox6Y;;;;pretrain;./data/audio/VXToCsiox6Y_GUMMO.webm
;You Make It Easy;Jason Aldean;;;n5W2yyC9I6U;;;;pretrain;./data/audio/n5W2yyC9I6U_You Make It Easy.webm
;This Is Me;Keala Settle;;;kbo0XwwLFks;;;;pretrain;./data/audio/kbo0XwwLFks_This Is Me.webm
;Look Alive (feat. Drake);BlocBoy JB;;;aFYUfzcjuaw;;;;pretrain;./data/audio/aFYUfzcjuaw_Look Alive (feat Drake).webm
;Plug Walk;Rich The Kid;;;TjsfgUkT0eg;;;;pretrain;./data/audio/TjsfgUkT0eg_Plug Walk.webm
;I Lived It;Blake Shelton;;;VebpFMxNasg;;;;pretrain;./data/audio/VebpFMxNasg_I Lived It.webm
;FRIENDS;Anne-Marie;;;lPaFesZWRug;;;;pretrain;./data/audio/lPaFesZWRug_FRIENDS.webm
;SAD!;XXXTENTACION;;;bUqs_yWvLIo;;;;pretrain;./data/audio/bUqs_yWvLIo_SAD!.webm
;Narcos;Migos;;;72h0cBx3JF8;;;;pretrain;./data/audio/72h0cBx3JF8_Narcos.webm
;Mine;Bazzi;;;xzsIhN3mf-E;;;;pretrain;./data/audio/xzsIhN3mf-E_Mine.webm
;44 More;Logic;;;PnFGXev2ts8;;;;pretrain;./data/audio/PnFGXev2ts8_44 More.webm
;IDGAF;Dua Lipa;;;GRRU11cFNOQ;;;;pretrain;./data/audio/GRRU11cFNOQ_IDGAF.webm
;Lights Down Low;MAX;;;7ri57qcUhsc;;;;pretrain;./data/audio/7ri57qcUhsc_Lights Down Low.webm
;Say Something (feat. Chris Stapleton);Justin Timberlake;;;0ZXWM-8Oqwg;;;;pretrain;./data/audio/0ZXWM-8Oqwg_Say Something.webm
;Never Be the Same;Camila Cabello;;;ImDyCpr9CK4;;;;pretrain;./data/audio/ImDyCpr9CK4_Never Be the Same.webm
;Most People Are Good;Luke Bryan;;;TtqNAD7WgqM;;;;pretrain;./data/audio/TtqNAD7WgqM_Most People Are Good.webm
;X;ScHoolboy Q;;;rAAdQQhEc2I;;;;pretrain;./data/audio/rAAdQQhEc2I_X.webm
;Feel It Still;Portugal. The Man;;;OPKTk5vUtDY;;;;pretrain;./data/audio/OPKTk5vUtDY_Feel It Still.webm
;Bartier Cardi (feat. 21 Savage);Cardi B;;;Yr60qBJ3hm0;;;;pretrain;./data/audio/Yr60qBJ3hm0_Bartier Cardi (feat 21 Savage).webm
;Alright (feat. Big Sean);Logic;;;luwwV-2IM0M;;;;pretrain;./data/audio/luwwV-2IM0M_Alright.webm
;66 (feat. Trippie Redd);Lil Yachty;;;bMOitsxHA5c;;;;pretrain;./data/audio/bMOitsxHA5c_66.webm
;Young Dumb & Broke;Khalid;;;YhK2NwPIdt4;;;;pretrain;./data/audio/YhK2NwPIdt4_Young Dumb & Broke.webm
;MotorSport;Migos;;;NpsNGIjxAd8;;;;pretrain;./data/audio/NpsNGIjxAd8_MotorSport.webm
;PICK IT UP (feat. A$AP Rocky);Famous Dex;;;APl_s6gq_M8;;;;pretrain;./data/audio/APl_s6gq_M8_PICK IT UP (feat AAP Rocky).webm
;New Rules;Dua Lipa;;;ZqYGW8uXL0I;;;;pretrain;./data/audio/ZqYGW8uXL0I_New Rules.webm
;Dark Knight Dummo (feat. Travis Scott);Trippie Redd;;;fvzTiDuRifw;;;;pretrain;./data/audio/fvzTiDuRifw_Dark Knight Dummo.webm
;When We;Tank;;;hcn_6ixeS4U;;;;pretrain;./data/audio/hcn_6ixeS4U_When We.webm
;Wait;Maroon 5;;;EH5nS7c88ZU;;;;pretrain;./data/audio/EH5nS7c88ZU_Wait.webm
;Booty;Blac Youngsta;;;ENgJrFsUVSo;;;;pretrain;./data/audio/ENgJrFsUVSo_Booty.webm
;BOOM! (feat. Ugly God);Lil Yachty;;;_XP3V_0iflE;;;;pretrain;./data/audio/_XP3V_0iflE_BOOM!.webm
;Indica Badu (feat. Wiz Khalifa);Logic;;;sZAlc2R5ToU;;;;pretrain;./data/audio/sZAlc2R5ToU_Indica Badu.webm
;Written in the Sand;Old Dominion;;;DAK-PAbOR6k;;;;pretrain;./data/audio/DAK-PAbOR6k_Written in the Sand.webm
;Sorry Not Sorry;Demi Lovato;;;5P-l8OIy8sg;;;;pretrain;./data/audio/5P-l8OIy8sg_Sorry Not Sorry.webm
;No Smoke;YoungBoy Never Broke Again;;;g8_dTaXUq3I;;;;pretrain;./data/audio/g8_dTaXUq3I_No Smoke.webm
;Lemon;N.E.R.D;;;H5ZPCcnLXt4;;;;pretrain;./data/audio/H5ZPCcnLXt4_Lemon.webm
;At The Club (feat. Dej Loaf);Jacquees;;;4qhHPAjQdqA;;;;pretrain;./data/audio/4qhHPAjQdqA_At The Club.webm
;Tell Me You Love Me;Demi Lovato;;;JQj0GwR8yL8;;;;pretrain;./data/audio/JQj0GwR8yL8_Tell Me You Love Me.webm
;No Limit REMIX (feat. A$AP Rocky, French Montana, Juicy J & Belly);G-Eazy;;;bufrJ7sYGPo;;;;pretrain;./data/audio/bufrJ7sYGPo_No Limit REMIX.webm
;How Long;Charlie Puth;;;7gBadWs9Bu8;;;;pretrain;./data/audio/7gBadWs9Bu8_How Long.webm
;Singles You Up;Jordan Davis;;;AZZKo0WixaM;;;;pretrain;./data/audio/AZZKo0WixaM_Singles You Up.webm
;Outside Today;YoungBoy Never Broke Again;;;PVZhf2NUirQ;;;;pretrain;./data/audio/PVZhf2NUirQ_Outside Today.webm
;Échame La Culpa;Luis Fonsi;;;YDswuo2dIvY;;;;pretrain;./data/audio/YDswuo2dIvY_Échame La Culpa.webm
;Everyday;Logic;;;NPDQYPL3uWw;;;;pretrain;./data/audio/NPDQYPL3uWw_Everyday.webm
;Overnight;Logic;;;Z-_2vNK4iNU;;;;pretrain;./data/audio/Z-_2vNK4iNU_Overnight.webm
;YSIV;Logic;;;4sxWZZ7NeTI;;;;pretrain;./data/audio/4sxWZZ7NeTI_YSIV.webm
;Turn It Up/Fire It up (Remix);Busta Rhymes;;;FLD8Uc0Xbtg;;;;pretrain;./data/audio/FLD8Uc0Xbtg_Turn It UpFire It up (Remix).webm
;The Mummers' Dance;Loreena McKennitt;;;O3UwJ9E4YX0;;;;pretrain;./data/audio/O3UwJ9E4YX0_The Mummers Dance.webm
;Raise The Roof (feat. No Good But So Good);Luke;;;GZyKaTjQBZA;;;;pretrain;./data/audio/GZyKaTjQBZA_Raise The Roof.webm
;Ding-a-ling;HI-C;;;Hc2XKoFx5zw;;;;pretrain;./data/audio/Hc2XKoFx5zw_Ding-a-ling.webm
;No, No, No Pt. 2 (feat. Wyclef Jean);Destiny's Child;;;KxkgYgwqyKY;;;;pretrain;./data/audio/KxkgYgwqyKY_No No No Pt 2.webm
;One Of These Days;Tim McGraw;;;NREYo4KfDcc;;;;pretrain;./data/audio/NREYo4KfDcc_One Of These Days.webm
;This Kiss;Faith Hill;;;F1JMH70M32Q;;;;pretrain;./data/audio/F1JMH70M32Q_This Kiss.webm
;Recover Your Soul;Elton John;;;vu5Vr8Xes9I;;;;pretrain;./data/audio/vu5Vr8Xes9I_Recover Your Soul.webm
;In da Street (feat. Missy Elliot & Mocha);Nicole;;;44ELGBgfAf8;;;;pretrain;./data/audio/44ELGBgfAf8_In da Street (feat Missy Misdemeanor Elliott & Mocha).webm
;You Won't Forget Me (Radio Version);La Bouche;;;gdM5eov6CXw;;;;pretrain;./data/audio/gdM5eov6CXw_You Wont Forget Me (Radio Version).webm
;Baby Be There;Nu Flavor;;;EyZvlkcDtsY;;;;pretrain;./data/audio/EyZvlkcDtsY_Baby Be There.webm
;The Boy Is Mine;Brandy;;;AlXBuWUvRak;;;;pretrain;./data/audio/AlXBuWUvRak_The Boy Is Mine.webm
;You Only Have To Say You Love Me (Almighty Definitive Mix);Hannah Jones;;;c0MwyXTcHjk;;;;pretrain;./data/audio/c0MwyXTcHjk_You Only Have To Say You Love Me (Almighty Definitive Mix).webm
;Do Your Thing (Originally Performed by 7 Mile) (Instrumental Version);Remix Hits;;;KiTgxF-Hioc;;;;pretrain;./data/audio/KiTgxF-Hioc_Do Your Thing (Originally Performed by 7 Mile).webm
;Nobody Knows;Sister 7;;;asK8Zf8gupA;;;;pretrain;./data/audio/asK8Zf8gupA_Nobody Knows.webm
;It's All About Me;Mýa;;;2LZ_EQuSSXc;;;;pretrain;./data/audio/2LZ_EQuSSXc_Its All About Me.webm
;Push It (2018 - Remaster);Garbage;;;8KECuwhUfgc;;;;pretrain;./data/audio/8KECuwhUfgc_Push It (2018 - Remaster).webm
;Ooh La La;Rod Stewart;;;YZ-G5dtwEMY;;;;pretrain;./data/audio/YZ-G5dtwEMY_Ooh La La.webm
;Everybody (Backstreet's Back) (Radio Edit);Backstreet Boys;;;J47YIH1XCGE;;;;pretrain;./data/audio/J47YIH1XCGE_Everybody (Backstreets Back) (Radio Edit).webm
;Get At Me Dog (feat. Sheek);DMX;;;L4VB3wNyIHw;;;;pretrain;./data/audio/L4VB3wNyIHw_Get At Me Dog.webm
;Can't We Try (Duet with Collage) (feat. Collage);Rockell;;;5jPWMQ_uISo;;;;pretrain;./data/audio/5jPWMQ_uISo_Cant We Try (Duet with Collage).webm
;Make 'Em Say Ugh (feat. Fiend & Silkk The Shocker);Master P;;;GYMfUj4dZS8;;;;pretrain;./data/audio/GYMfUj4dZS8_Make Em Say Ugh.webm
;Second Round K.O.;Canibus;;;iokLpnn3abg;;;;pretrain;./data/audio/iokLpnn3abg_Second Round KO.webm
;Bitter Sweet Symphony (Radio Edit);The Verve;;;_UWOHofs0kA;;;;pretrain;./data/audio/_UWOHofs0kA_Bitter Sweet Symphony (Radio Edit).webm
;What You Want (feat. Total);Mase;;;-rQ27eeCTM4;;;;pretrain;./data/audio/-rQ27eeCTM4_What You Want (feat Total).webm
;Come With Me originally by Puff Daddy featuring Jimmy Page (feat. Jimmy Page);Studio Group;;;t54mawbGNEo;;;;pretrain;./data/audio/t54mawbGNEo_Come With Me originally by Puff Daddy feat Jimmy Page.webm
;Stop;Spice Girls;;;alZm3isKr2g;;;;pretrain;./data/audio/alZm3isKr2g_Stop.webm
;I'm Alright;Jo Dee Messina;;;gU93nuQ1s8Q;;;;pretrain;./data/audio/gU93nuQ1s8Q_Im Alright.webm
;Hooked On a Feeling (Ooga Chaka Mix);Baby Talk;;;nRpu-UVffbk;;;;pretrain;./data/audio/nRpu-UVffbk_Hooked On a Feeling (Ooga Chaka Mix).webm
;Ninety Nine (Flash the Message);John Forté;;;DSvYBIK47LQ;;;;pretrain;./data/audio/DSvYBIK47LQ_Ninety Nine (Flash the Message).webm
;Frozen;Madonna;;;-x8GLj3OmdU;;;;pretrain;./data/audio/-x8GLj3OmdU_Frozen.webm
;Imagination;Tamia;;;_H7maj8nrXU;;;;pretrain;./data/audio/_H7maj8nrXU_Imagination.webm
;The Cup of Life (La Copa De La Vida) [The Official Song of the World Cup, France '98][English];Ricky Martin;;;11x7crPnOF4;;;;pretrain;./data/audio/11x7crPnOF4_The Cup of Life (La Copa De La Vida) (The Official Song of the World Cup France 98) (English).webm
;Freak Out (Soundtrack Version (Edit)) (feat. Anonymous);Nutta Butta;;;xxsaTRCenyo;;;;pretrain;./data/audio/xxsaTRCenyo_Freak Out (Soundtrack Version (Edit)).webm
;This Is How We Party;S.O.A.P.;;;WeQf_UhaVmU;;;;pretrain;./data/audio/WeQf_UhaVmU_This Is How We Party.webm
;There's Your Trouble;The Chicks;;;-ATEMp-P1OI;;;;pretrain;./data/audio/-ATEMp-P1OI_Theres Your Trouble.webm
;I Don't Want to Wait;Paula Cole;;;Mnc2dGKW4GM;;;;pretrain;./data/audio/Mnc2dGKW4GM_I Dont Want to Wait.webm
;What U On;LaTanya;;;BZlmNA2SuVs;;;;pretrain;./data/audio/BZlmNA2SuVs_What U On.webm
;Just Be Straight With Me;Silkk The Shocker;;;wc3bRXyJLIM;;;;pretrain;./data/audio/wc3bRXyJLIM_Just Be Straight With Me.webm
;I Want You Back (Radio Edit);*NSYNC;;;7Q9T0kmXgQ4;;;;pretrain;./data/audio/7Q9T0kmXgQ4_I Want You Back (Radio Edit).webm
;Cleopatra's Theme;Cleopatra;;;4EiXwjYZUpI;;;;pretrain;./data/audio/4EiXwjYZUpI_Cleopatras Theme.webm
;One Heart At A Time;Scott Stecker , Casey Dugan;;;p6bo8gg8fXU;;;;pretrain;./data/audio/p6bo8gg8fXU_One Heart At A Time.webm
;Now That I Found You;Terri Clark;;;In9WR8sOFXY;;;;pretrain;./data/audio/In9WR8sOFXY_Now That I Found You.webm
;Wishlist;Pearl Jam;;;M1D1WuVXyrU;;;;pretrain;./data/audio/M1D1WuVXyrU_Wishlist.webm
;I Get Lonely (TNT Remix Edit) (feat. Blackstreet);Janet Jackson;;;ZpvYDMmp7yg;;;;pretrain;./data/audio/ZpvYDMmp7yg_I Get Lonely (TNT Remix Edit).webm
;A Rose Is Still a Rose;Aretha Franklin;;;RwAXtFhnMTM;;;;pretrain;./data/audio/RwAXtFhnMTM_A Rose Is Still a Rose.webm
;Spark (2006 Remaster);Tori Amos;;;yRNZbPcpAfY;;;;pretrain;./data/audio/yRNZbPcpAfY_Spark (2006 Remaster).webm
;Two Way Street;E. Jones;;;ZcIO7pNXPCM;;;;pretrain;./data/audio/ZcIO7pNXPCM_Two Way Street.webm
;Ava Adore;Smashing Pumpkins;;;rxRjm0XRs1Y;;;;pretrain;./data/audio/rxRjm0XRs1Y_Ava Adore.webm
